500,0,0,0
500,-5403.78340092846,-1777.35636100749,0
500,5909.9250980563,-1777.35636100749,0
500,-1647.64245040127,2723.57401517922,0
500,4947.9249601705,-892.929289321881,0
500,-3456.71278924386,3741.42717071732,0
500,-4543.18131604314,3584.68027957453,0
500,-4318.67680005836,-5164.60030159737,0
500,-4318.67680005836,6149.10819738739,0
500,-3030.81817898395,4800.81817898395,0
500,3874.35010556967,-4291.85160411499,0
500,-3758.64068711928,2765.56854610243,0
500,4812.13852254359,-2698.13852254359,0
500,3250.66943662355,-3494.02865029516,0
500,-3301.46319525462,-3368.24963288152,0
500,-3305.67532728897,-433.248202542785,0
500,-4307.95797851603,583.7547505305,0
500,-2326.74603442625,5619.95959680784,0
500,-2326.74603442625,-5693.74890217692,0
500,4685.14004126395,1794.85858219096,0
500,-468.639384175987,4742.21514838443,0
500,-2207.49780361936,-2771.99710473137,0
500,-5281.46176491588,-4784.60604694959,0
500,6032.24673406888,-4784.60604694959,0
500,218.4675137994,5502.31746242679,0
500,218.4675137994,-5811.39103655797,0
500,-1173.32037183083,-9.61037611688903,0
500,-1607.32029401192,3760.3923855356,0
500,-2721.28427305121,2839.9249601705,0
500,1336.85714830502,-2641.49783542431,0
500,-68.2842695128511,-2718.28426951922,0
500,-3558.21360480374,1465.85856450587,0
500,-4325.14286937477,5049.42570501405,0
500,2362.92799699537,-193.855855983471,0
500,-2168.35528096163,234.641076512212,0
500,3728.89325771281,-1325.24823436471,0
500,-1866.03607050843,1570.17749186467,0
500,4495.03464370558,4835.5338882533,0
500,2633.17636928076,4330.74705388043,0
500,1380.07037433894,-4728.64185909971,0
500,-5491.07071067812,755.430023558834,0
500,5822.63778830664,755.430023558834,0
500,560.319093637973,3883.03149706589,0
500,-2097.10535084781,-940.318913220904,0
500,729.894652692676,1727.39105070435,0
500,-671.317433266842,2020.95812040308,0
500,1521.10678118655,3231.74746830583,0
500,-341.645133108515,-4249.35779137636,0
500,1459.28427305121,4825.42422593355,0
500,-1143.78643762691,-3371,0
500,3393.21354468941,3595.07212333318,0
500,2516.78933749677,-4921.85726238579,0
500,1754.32034355964,-1476.88888966207,0
500,-495.467552700177,-1265.18038086179,0
500,3834.32034355964,348.893218813453,0
500,1493.39106484507,976.036074046085,0
500,560.966821919039,-1029.18503281466,0
500,-5196.317444747,-2797.1038823739,0
500,6117.39105423776,-2797.1038823739,0
500,-3316.21066356045,-4460.56997644117,0
500,2969.71048803656,998.355539894037,0
500,4904.32180218902,234.898964160732,0
500,5636.60425864114,2863.0358049959,0
500,-5677.10424034362,2863.0358049959,0
500,-4865.17459305202,-573.466094067263,0
500,3242.53390593274,5297.74746830583,0
500,3242.53390593274,-6015.96103067893,0
500,-4016.06783661951,-2665.64066943985,0
500,-1791.43002356449,-4639.35641406241,0
500,4448.64068711928,3703.78643762691,0
500,5604.78207666655,4204.85861078544,0
500,-5708.92642231821,4204.85861078544,0
500,-1368.89032000081,-2052.60461661086,0
500,-3677.81963050833,-1400.24818119865,0
500,2781.74746830583,2783.32034355964,0
500,-5476.96103067893,5237.53390593274,0
500,5836.74746830583,5237.53390593274,0
500,5836.74746830583,-6076.17459305202,0
500,-5476.96103067893,-6076.17459305202,0
